"","A01","A02","A03","B05","B06","B07","B08","B09","C10T12","C13T15","C16","C17_18","C19","C20","C21","C22","C23","C24A","C24B","C25","C26","C27","C28","C29","C301","C302T309","C31T33","D","E","F","G","H49","H50","H51","H52","H53","I","J58T60","J61","J62_63","K","L","M","N","O","P","Q","R","S","T","HFCE","NPISH","GGFC","GFCF","INVNT","DPABR","CONS_NONRES","EXPO","..","TOTAL"
"DOM_C16",73.608,29.305,12.649,0.057,0.567,0.253,0.282,0.719,108.835,11.102,2434.765,1187.223,3.149,68.765,3.111,20.62,125.054,1.636,65.098,47.045,10.132,27.222,76.478,68.998,32.031,12.441,5693.744,173.002,2.33,10151.895,769.964,5.561,0.044,0.174,440.784,1.527,116.42,8.668,6.797,3.844,25.913,2.232,40.391,35.448,11.331,6.678,10.897,31.56,36.634,0,637.802,0,0.013,85.196,5.209,0,31.046,224.156,0,22980.405
"DOM_C17_18",2891.625,36.629,25.766,0.139,2.274,0.536,17.04,1.569,5397.279,218.171,195.136,20823.595,52.001,1400.777,639.823,503.238,552.33,53.47,179.206,310.347,868.393,974.788,823.668,712.22,39.628,89.325,3026.452,315.73,412.932,1292.505,10415.157,492.661,377.185,27.622,1512.415,324.04,800.637,5967.202,1763.1,2269.984,4252.931,226.81,4606.057,917.604,2229.183,1799.878,3323.412,242.346,645.646,0,3568.208,0,0.012,0.016,9.577,0,0.956,3392.235,0,91021.465
"DOM_C19",1619.224,124.697,399.252,2.491,21.999,45.934,422.92,52.717,1414.299,301.642,118.378,446.073,6343.522,14602.522,90.279,192.092,808.127,4303.298,503.039,336.864,120.672,211.38,554.163,666.458,59.015,96.164,1110.851,7841.416,1661.883,6173.774,13484.826,6488.45,5821.479,3430.536,380.159,349.017,1408.758,257.796,415.185,736.549,1035.011,689.398,2628.911,837.479,4775.622,691.721,1519.594,995.98,923.746,0,50519.054,0,0.521,0.288,63.686,0,26.622,12999.956,0,161125.488
"DOM_C20",3999.428,4.064,27.774,0.118,1.627,2.774,74.544,20.456,3810.666,1261.876,662.255,3118.724,2382.704,38397.212,2609.907,14749.156,1667,449.513,1304.501,565.556,1917.442,1552.737,2004.84,3208.461,239.904,136.882,4591.064,70.115,1040.024,2137.05,17102.561,50.155,49.754,3.396,190.49,1.179,686.835,290.584,129.621,281.18,70.547,68.437,1385.855,564.833,1124.289,74.698,597.692,113.752,1516.787,0,23732.207,0,0.518,0,6.45,0,10.676,51623.216,0,191684.086
"DOM_C21",769.71,0.001,92.654,0.207,3.685,6.035,162.158,0.287,90.227,0.712,3.214,0.415,7.758,903.475,11321.968,25.683,15.74,0.948,4.023,0.077,21.227,2.143,0.272,0.43,0.032,0.018,188.28,146.362,427.544,6.222,1166.344,109.105,108.233,7.09,0.026,56.263,6.983,153.75,0.018,0.04,152.671,9.657,687.774,555.909,5552.407,110.759,33419.37,245.824,541.639,0,11187.479,0,0.543,0.02,10.441,0,62.976,4839.457,0,73186.283
"DOM_C22",931.121,97.299,161.542,0.854,9.469,2.428,48.253,5.702,5275.675,425.202,146.519,2424.416,37.705,1262.227,1026.08,18127.953,346.24,69.24,496.53,292.224,1913.726,3290.673,3829.579,9744.117,182.431,360.622,8927.849,7.257,1996.081,4766.896,6121.032,283.647,182.452,10.603,373.893,22.693,383.797,201.098,87.501,1716.241,1066.167,440.809,1648.594,326.829,523.077,140.197,838.498,488.631,603.195,0,10690.688,0,94.588,0.9,21.708,0,0.015,20403.914,0,112876.675
"DOM_C23",303.279,6.871,1.399,0.238,4.084,0.061,2.885,4.286,828.732,34.963,4.607,49.591,54.225,557.707,298.901,341.942,3274.284,532.521,690.289,252.483,2829.531,927.966,1622.956,1889.695,29.453,151.791,2026.076,13.126,179.596,22792.196,516.997,45.824,33.646,1.609,8.641,3.598,403.763,13.344,9.944,13.781,36.455,66.641,69.712,11.6,70.778,283.173,531.141,108.956,199.015,0,1382.105,0,0.009,0.008,2.523,0,0.01,6875.302,0,50394.308
"DOM_C24A",20.366,0.109,3.724,1.977,20.551,0.772,15.068,10.198,21.458,33.363,40.871,11.612,118.587,306.998,12.364,388.044,758.925,121989.646,1038.626,23930.482,1233.611,7748.585,27336.006,22897.017,4107.225,1917.887,5766.344,0.398,4.325,15438.409,113.737,71.496,0.165,0.014,229.084,0.004,8.973,0.939,0.426,1.119,0.278,0.222,4.471,2.172,19.772,0.41,3.679,0.64,24.582,0,34.416,0,0.035,0.029,0,0,0.034,33434.12,0,269124.363
"DOM_C24B",5.499,0.018,0.073,0.274,2.372,0.006,6.612,0.35,335.944,15.855,16.891,60.57,28.112,910.474,48.048,208.879,364.865,735.6,24284.276,3033.4,3431.439,4514.394,4066.403,5416.24,195.625,241.632,2807.767,39.462,9.547,2708.531,138.032,15.223,6.799,0.064,2.075,0.147,59.302,24.88,1.462,1.736,1.79,0.207,7.859,6.527,48.852,1.828,454.742,0.134,61.819,0,2115.372,0,0.02,4.876,0,0,0.012,37525.576,0,93968.492
"DOM_C25",170.792,4.548,20.824,3.033,42.396,11.545,21.382,30.794,4119.278,94.837,181.457,118.792,56.6,838.265,397.7,604.272,455.698,29.123,317.512,5075.794,2315.052,3032.169,7294.854,3083.731,650.339,218.979,6073.473,88.253,52.935,40694.342,4346.401,251.637,194.163,3.736,385.397,5.545,558.871,39.653,153.517,67.365,89.377,248.592,94.247,153.713,1538.624,59.052,208.394,26.405,551.7,0,3338.272,0,16.412,2514.11,142.207,0,0.009,7365.868,0,98452.034
"DOM_C26",13.254,0.64,1.45,0.016,0.227,0.082,3.01,1.378,30.038,13.944,4.06,16.078,10.763,252.964,25.821,59.645,74.927,6.591,320.272,131.903,18845.618,7738.96,4000.315,3701.968,62.362,29.668,3122.807,8.813,13.924,476.605,2820.132,34.1,34.071,1.741,19.047,8.063,33.621,170.72,63.143,165.64,91.096,39.128,127.261,213.792,805.447,16.895,41.282,15.913,46.853,0,27051.465,0,0.003,18387.89,973.19,0,131.105,74595.932,0,164855.635
