"Reporter","ReporterName","Partner","PartnerName","Year","TL","TrfLineDescription","TLS","Duty Type","Duty Code","AV Duty Rate","Specific Duty Rate"
"124","Canada","000"," World",2023,3035400,"Mackerel (Scomber scombrus, Scomber australasicus, Scomber japonicus)",,0,2,0,""
"124","Canada","000"," World",2023,3035500,"Jack and horse mackerel (Trachurus spp.)",,0,2,0,""
"124","Canada","000"," World",2023,3035600,"Cobia (Rachycentron canadum)",,0,2,0,""
"124","Canada","000"," World",2023,3035700,"Swordfish (Xiphias gladius)",,0,2,0,""
"124","Canada","000"," World",2023,3035900,"Other",,0,2,0,""
"124","Canada","000"," World",2023,3036300,"Cod (Gadus morhua, Gadus ogac, Gadus macrocephalus)",,0,2,0,""
"124","Canada","000"," World",2023,3036400,"Haddock (Melanogrammus aeglefinus)",,0,2,0,""
"124","Canada","000"," World",2023,3036500,"Coalfish (Pollachius virens)",,0,2,0,""
"124","Canada","000"," World",2023,3036600,"Hake (Merluccius spp., Urophycis spp.)",,0,2,0,""
"124","Canada","000"," World",2023,3036700,"Alaska Pollock (Theragra chalcogramma)",,0,2,0,""
"124","Canada","000"," World",2023,3036800,"Blue whitings (Micromesistius poutassou, Micromesistius australis)",,0,2,0,""
"124","Canada","000"," World",2023,3036900,"Other",,0,2,0,""
"124","Canada","000"," World",2023,3038100,"Dogfish and other sharks",,0,2,0,""
"124","Canada","000"," World",2023,3038200,"Rays and skates (Rajidae)",,0,2,0,""
"124","Canada","000"," World",2023,3038300,"Toothfish (Dissostichus spp.)",,0,2,0,""
"124","Canada","000"," World",2023,3038400,"Seabass (Dicentrarchus spp.)",,0,2,0,""
"124","Canada","000"," World",2023,3038900,"Other",,0,2,0,""
"124","Canada","000"," World",2023,3039100,"Livers, roes and milt",,0,2,3,""
"124","Canada","000"," World",2023,3039200,"Shark fins",,0,2,0,""
"124","Canada","000"," World",2023,3039900,"Other",,0,2,0,""
"124","Canada","000"," World",2023,3043100,"Tilapias (Oreochromis spp.)",,0,2,0,""
"124","Canada","000"," World",2023,3043200,"Catfish (Pangasius spp., Silurus spp., Clarias spp., Ictalurus spp.)",,0,2,0,""
"124","Canada","000"," World",2023,3043300,"Nile Perch (Lates niloticus)",,0,2,0,""
"124","Canada","000"," World",2023,3043900,"Other",,0,2,0,""
"124","Canada","000"," World",2023,3044100,"Pacific salmon (Oncorhynchus nerka, Oncorhynchus gorbuscha, Oncorhynchus keta, Oncorhynchus tschawytscha, Oncorhynchus kisutch, Oncorhynchus masou and Oncorhynchus rhodurus), Atlantic salmon (Salmo salar) and Danube salmon (Hucho hucho)",,0,2,0,""
