"Reporter","ReporterName","Partner","PartnerName","Year","TL","TrfLineDescription","TLS","Duty Type","Duty Code","AV Duty Rate","Specific Duty Rate"
"156","China","000"," World",2023,3024400,"--Mackerel (Scomber scombrus, Scomber australasicus, Scomber japonicus)",,0,2,7,""
"156","China","000"," World",2023,3024500,"--Jack and horse mackerel (Trachurus spp.)",,0,2,7,""
"156","China","000"," World",2023,3024600,"--Cobia (Rachycentron canad-um)",,0,2,7,""
"156","China","000"," World",2023,3024700,"--Swordfish (Xiphias gladius)",,0,2,7,""
"156","China","000"," World",2023,3024910,"---Silver pomfrets (Pampus spp.)",,0,2,7,""
"156","China","000"," World",2023,3024990,"---Other",,0,2,7,""
"156","China","000"," World",2023,3025100,"--Cod (Gadus morhua, Gadus ogac, Gadus macrocephalus)",,0,2,7,""
"156","China","000"," World",2023,3025200,"--Haddock (Melanogrammus aeglefinus)",,0,2,7,""
"156","China","000"," World",2023,3025300,"--Coalfish (Pollachius virens)",,0,2,7,""
"156","China","000"," World",2023,3025400,"--Hake (Merluccius spp., Urophycis spp.)",,0,2,7,""
"156","China","000"," World",2023,3025500,"--Alaska Pollock (Theragra chalcogramma)",,0,2,7,""
"156","China","000"," World",2023,3025600,"--Blue whitings (Micromesistius poutassou, Micromesistius australis)",,0,2,7,""
"156","China","000"," World",2023,3025900,"--Other",,0,2,7,""
"156","China","000"," World",2023,3027100,"--Tilapias (Oreochromis spp.)",,0,2,7,""
"156","China","000"," World",2023,3027200,"--Catfish (Pangasius spp.,Silurus spp., Clarias spp., Ictalurus spp.)",,0,2,10,""
"156","China","000"," World",2023,3027300,"--Carp (Cyprinus spp., Carassius spp., Ctenopharyngodon idellus, Hypophthalmichthys spp., Cirrhinus spp., Mylopharyngodon piceus, Catla catla, Labeo spp., Osteochilus hasselti, Leptobarbus hoeveni, Megalobrama spp.)",,0,2,7,""
"156","China","000"," World",2023,3027400,"--Eels (Anguilla spp.)",,0,2,7,""
"156","China","000"," World",2023,3027900,"--Other",,0,2,7,""
"156","China","000"," World",2023,3028100,"--Dogfish and other sharks",,0,2,7,""
"156","China","000"," World",2023,3028200,"--Rays and skates (Rajidae)",,0,2,7,""
