"Reporter","ReporterName","Partner","PartnerName","Year","TL","TrfLineDescription","TLS","Duty Type","Duty Code","AV Duty Rate","Specific Duty Rate"
"918","European Union","000"," World",2023,2074230,"--- Plucked and drawn, without heads and feet but with necks, hearts, livers and gizzards, known as '70 % ducks'",,0,2,,"46.2 EUR/100 kg"
"918","European Union","000"," World",2023,2074280,"--- Plucked and drawn, without heads and feet and without necks, hearts, livers and gizzards, known as '63 % ducks', or otherwise presented",,0,2,,"51.3 EUR/100 kg"
"918","European Union","000"," World",2023,2074300,"-- Fatty livers, fresh or chilled",,0,2,0,""
"918","European Union","000"," World",2023,2074410,"---- Boneless",,0,2,,"128.3 EUR/100 kg"
"918","European Union","000"," World",2023,2074421,"----- Halves or quarters",,0,2,,"56.4 EUR/100 kg"
"918","European Union","000"," World",2023,2074431,"----- Whole wings, with or without tips",,0,2,,"26.9 EUR/100 kg"
"918","European Union","000"," World",2023,2074441,"----- Backs, necks, backs with necks attached, rumps and wing-tips",,0,2,,"18.7 EUR/100 kg"
"918","European Union","000"," World",2023,2074451,"----- Breasts and cuts thereof",,0,2,,"115.5 EUR/100 kg"
"918","European Union","000"," World",2023,2074461,"----- Legs and cuts thereof",,0,2,,"46.3 EUR/100 kg"
"918","European Union","000"," World",2023,2074471,"----- Paletots",,0,2,,"66 EUR/100 kg"
"918","European Union","000"," World",2023,2074481,"----- Other",,0,2,,"123.2 EUR/100 kg"
"918","European Union","000"," World",2023,2074491,"---- Livers, other than fatty livers",,0,2,6.4,""
"918","European Union","000"," World",2023,2074499,"---- Other",,0,2,,"18.7 EUR/100 kg"
"918","European Union","000"," World",2023,2074510,"---- Boneless",,0,2,,"128.3 EUR/100 kg"
"918","European Union","000"," World",2023,2074521,"----- Halves or quarters",,0,2,,"56.4 EUR/100 kg"
"918","European Union","000"," World",2023,2074531,"----- Whole wings, with or without tips",,0,2,,"26.9 EUR/100 kg"
"918","European Union","000"," World",2023,2074541,"----- Backs, necks, backs with necks attached, rumps and wing-tips",,0,2,,"18.7 EUR/100 kg"
"918","European Union","000"," World",2023,2074551,"----- Breasts and cuts thereof",,0,2,,"115.5 EUR/100 kg"
"918","European Union","000"," World",2023,2074561,"----- Legs and cuts thereof",,0,2,,"46.3 EUR/100 kg"
"918","European Union","000"," World",2023,2074571,"----- Paletots",,0,2,,"66 EUR/100 kg"
"918","European Union","000"," World",2023,2074581,"----- Other",,0,2,,"123.2 EUR/100 kg"
"918","European Union","000"," World",2023,2074593,"----- Fatty livers",,0,2,0,""
"918","European Union","000"," World",2023,2074595,"----- Other",,0,2,6.4,""
"918","European Union","000"," World",2023,2074599,"---- Other",,0,2,,"18.7 EUR/100 kg"
"918","European Union","000"," World",2023,2075110,"--- Plucked, bled, not drawn, with heads and feet, known as '82 % geese'",,0,2,,"45.1 EUR/100 kg"
"918","European Union","000"," World",2023,2075190,"--- Plucked and drawn, without heads and feet, with or without hearts and gizzards, known as '75 % geese', or otherwise presented",,0,2,,"48.1 EUR/100 kg"
"918","European Union","000"," World",2023,2075210,"--- Plucked, bled, not drawn, with heads and feet, known as '82 % geese'",,0,2,,"45.1 EUR/100 kg"
"918","European Union","000"," World",2023,2075290,"--- Plucked and drawn, without heads and feet, with or without hearts and gizzards, known as '75 % geese', or otherwise presented",,0,2,,"48.1 EUR/100 kg"
"918","European Union","000"," World",2023,2075300,"-- Fatty livers, fresh or chilled",,0,2,0,""
